,winDiff,pk,coverage,purity,recall,precision,episode,season
affinity,0.597,0.004,0.727,0.861,0.093,0.096,9,2
affinity,1.78,0.9,0.939,0.95,0.058,0.912,9,2
affinity,0.503,0.386,0.939,0.95,0.107,0.088,9,2
KMeans,0.574,0.021,0.683,0.862,0.101,0.122,10,2
KMeans,0.207,0.113,0.919,0.943,0.928,0.951,10,2
KMeans,0.542,0.379,0.919,0.943,0.222,0.158,10,2
KMeans,1.17,0.064,0.704,0.877,0.068,0.084,10,2
KMeans,0.177,0.106,0.93,0.943,0.937,0.95,10,2
KMeans,0.488,0.353,0.93,0.943,0.185,0.152,10,2
KMeans,0.791,0.059,0.677,0.87,0.044,0.072,10,2
KMeans,1.729,0.877,0.921,0.943,0.077,0.919,10,2
KMeans,0.557,0.392,0.921,0.943,0.111,0.081,10,2
specteral,0.268,0.021,0.532,0.915,0.051,0.061,10,2
specteral,0.296,0.17,0.874,0.943,0.874,0.942,10,2
specteral,0.839,0.452,0.874,0.943,0.111,0.051,10,2
specteral,0.128,0.013,0.566,0.909,0.045,0.062,10,2
specteral,0.254,0.143,0.881,0.943,0.892,0.954,10,2
specteral,0.777,0.455,0.881,0.943,0.296,0.143,10,2
specteral,0.268,0.021,0.526,0.904,0.053,0.064,10,2
specteral,1.652,0.832,0.881,0.943,0.122,0.964,10,2
specteral,0.844,0.489,0.881,0.943,0.074,0.036,10,2
affinity,0.791,0.059,0.732,0.855,0.038,0.056,10,2
affinity,0.19,0.115,0.934,0.943,0.935,0.943,10,2
affinity,0.514,0.409,0.934,0.943,0.074,0.065,10,2
affinity,1.694,0.076,0.721,0.874,0.19,0.194,10,2
affinity,0.198,0.106,0.934,0.943,0.939,0.948,10,2
affinity,0.497,0.37,0.934,0.943,0.148,0.129,10,2
affinity,0.226,0.013,0.749,0.889,0.086,0.086,10,2
affinity,1.742,0.883,0.928,0.943,0.07,0.912,10,2
affinity,0.419,0.292,0.928,0.943,0.111,0.088,10,2
KMeans,0.599,0.129,0.572,0.919,0.001,0.021,11,2
KMeans,0.201,0.117,0.915,0.953,0.919,0.957,11,2
KMeans,0.678,0.397,0.915,0.953,0.154,0.085,11,2
KMeans,4.238,0.004,0.668,0.854,0.013,0.051,11,2
KMeans,0.172,0.096,0.937,0.953,0.941,0.958,11,2
KMeans,0.529,0.357,0.937,0.953,0.154,0.114,11,2
KMeans,2.159,0.0,0.659,0.89,0.051,0.056,11,2
KMeans,1.778,0.901,0.933,0.953,0.062,0.892,11,2
KMeans,0.551,0.379,0.933,0.953,0.154,0.108,11,2
specteral,0.213,0.169,0.486,0.926,0.0,0.013,11,2
specteral,0.288,0.155,0.859,0.953,0.869,0.964,11,2
specteral,1.254,0.478,0.859,0.953,0.346,0.115,11,2
specteral,1.173,0.101,0.52,0.949,0.001,0.014,11,2
specteral,0.262,0.144,0.874,0.953,0.883,0.963,11,2
specteral,0.989,0.434,0.874,0.953,0.308,0.114,11,2
specteral,0.213,0.169,0.518,0.935,0.001,0.014,11,2
specteral,1.64,0.838,0.866,0.953,0.131,0.932,11,2
specteral,1.158,0.45,0.866,0.953,0.192,0.068,11,2
affinity,1.65,0.061,0.662,0.865,0.01,0.029,11,2
affinity,0.165,0.088,0.937,0.953,0.945,0.961,11,2
affinity,0.506,0.346,0.937,0.953,0.231,0.171,11,2
affinity,0.231,0.165,0.686,0.93,0.001,0.028,11,2
affinity,0.139,0.079,0.935,0.953,0.949,0.967,11,2
affinity,0.468,0.331,0.935,0.953,0.346,0.25,11,2
affinity,0.231,0.165,0.7,0.895,0.001,0.029,11,2
affinity,1.785,0.908,0.937,0.953,0.057,0.857,11,2
affinity,0.483,0.355,0.937,0.953,0.192,0.143,11,2
KMeans,0.752,0.078,0.628,0.918,0.002,0.022,12,2
KMeans,0.195,0.111,0.919,0.953,0.924,0.958,12,2
KMeans,0.614,0.352,0.919,0.953,0.185,0.109,12,2
KMeans,0.481,0.048,0.64,0.921,0.058,0.081,12,2
KMeans,0.185,0.105,0.925,0.953,0.93,0.958,12,2
KMeans,0.621,0.393,0.925,0.953,0.185,0.116,12,2
KMeans,0.481,0.048,0.646,0.918,0.035,0.053,12,2
KMeans,1.756,0.902,0.925,0.953,0.066,0.837,12,2
KMeans,0.581,0.341,0.925,0.953,0.259,0.163,12,2
specteral,0.717,0.082,0.556,0.942,0.004,0.015,12,2
specteral,0.234,0.137,0.886,0.953,0.893,0.96,12,2
specteral,0.968,0.432,0.886,0.953,0.259,0.108,12,2
specteral,0.606,0.084,0.512,0.944,0.002,0.014,12,2
specteral,0.241,0.144,0.875,0.953,0.884,0.962,12,2
specteral,1.014,0.427,0.875,0.953,0.296,0.113,12,2
specteral,0.74,0.08,0.593,0.96,0.003,0.014,12,2
specteral,1.661,0.858,0.877,0.953,0.114,0.886,12,2
specteral,1.0,0.407,0.877,0.953,0.296,0.114,12,2
affinity,0.463,0.046,0.718,0.893,0.121,0.149,12,2
affinity,0.146,0.089,0.94,0.953,0.947,0.959,12,2
affinity,0.528,0.354,0.94,0.953,0.185,0.147,12,2
affinity,0.749,0.082,0.712,0.898,0.003,0.026,12,2
affinity,0.163,0.096,0.933,0.953,0.939,0.959,12,2
affinity,0.46,0.298,0.933,0.953,0.185,0.132,12,2
affinity,0.749,0.082,0.73,0.928,0.003,0.027,12,2
affinity,1.777,0.916,0.935,0.953,0.053,0.784,12,2
affinity,0.413,0.275,0.935,0.953,0.296,0.216,12,2
KMeans,0.374,0.016,0.643,0.899,0.058,0.076,13,2
KMeans,0.205,0.118,0.918,0.944,0.924,0.951,13,2
KMeans,0.489,0.314,0.918,0.944,0.185,0.125,13,2
KMeans,1.247,0.033,0.627,0.926,0.057,0.055,13,2
KMeans,0.2,0.122,0.909,0.944,0.917,0.952,13,2
KMeans,0.59,0.396,0.909,0.944,0.222,0.136,13,2
KMeans,0.593,0.016,0.67,0.891,0.097,0.106,13,2
KMeans,1.738,0.88,0.924,0.944,0.074,0.919,13,2
KMeans,0.494,0.348,0.924,0.944,0.111,0.081,13,2
specteral,0.181,0.074,0.485,0.928,0.003,0.019,13,2
specteral,0.304,0.171,0.856,0.944,0.862,0.952,13,2
specteral,1.057,0.499,0.856,0.944,0.259,0.1,13,2
specteral,0.457,0.049,0.468,0.928,0.002,0.014,13,2
specteral,0.308,0.171,0.856,0.944,0.862,0.952,13,2
specteral,0.939,0.47,0.856,0.944,0.259,0.1,13,2
specteral,0.642,0.037,0.546,0.94,0.002,0.015,13,2
specteral,1.614,0.829,0.86,0.944,0.135,0.912,13,2
specteral,0.95,0.4,0.86,0.944,0.222,0.088,13,2
affinity,0.926,0.033,0.693,0.866,0.251,0.276,13,2
affinity,0.18,0.097,0.934,0.944,0.943,0.954,13,2
affinity,0.481,0.365,0.934,0.944,0.222,0.188,13,2
affinity,0.996,0.016,0.687,0.889,0.056,0.092,13,2
affinity,0.196,0.109,0.922,0.944,0.93,0.953,13,2
affinity,0.55,0.384,0.922,0.944,0.222,0.158,13,2
affinity,1.226,0.004,0.672,0.895,0.049,0.088,13,2
affinity,1.738,0.88,0.924,0.944,0.074,0.919,13,2
affinity,0.525,0.346,0.924,0.944,0.111,0.081,13,2
