,winDiff,pk,coverage,purity,recall,precision,episode,season
specteral,0.459,0.345,0.953,0.958,0.261,0.231,5,2
specteral,1.276,0.0,0.704,0.88,0.079,0.107,5,2
specteral,0.144,0.082,0.945,0.958,0.951,0.963,5,2
specteral,0.465,0.365,0.945,0.958,0.174,0.133,5,2
affinity,2.52,0.065,0.816,0.776,0.137,0.108,5,2
affinity,0.107,0.064,0.967,0.958,0.972,0.962,5,2
affinity,0.418,0.315,0.967,0.958,0.13,0.167,5,2
affinity,3.08,0.069,0.827,0.913,0.246,0.217,5,2
affinity,0.115,0.064,0.96,0.958,0.968,0.966,5,2
affinity,0.353,0.249,0.96,0.958,0.217,0.227,5,2
affinity,2.48,0.069,0.769,0.815,0.234,0.242,5,2
affinity,0.126,0.073,0.958,0.958,0.962,0.962,5,2
affinity,0.457,0.347,0.958,0.958,0.13,0.13,5,2
KMeans,1.275,0.02,0.741,0.834,0.368,0.369,6,2
KMeans,0.138,0.074,0.955,0.96,0.959,0.964,6,2
KMeans,0.475,0.338,0.955,0.96,0.143,0.125,6,2
KMeans,2.242,0.083,0.783,0.83,0.134,0.111,6,2
KMeans,0.112,0.059,0.962,0.96,0.97,0.969,6,2
KMeans,0.386,0.271,0.962,0.96,0.238,0.25,6,2
KMeans,1.942,0.038,0.743,0.881,0.511,0.527,6,2
KMeans,0.119,0.068,0.957,0.96,0.963,0.966,6,2
KMeans,0.448,0.333,0.957,0.96,0.19,0.174,6,2
specteral,0.62,0.0,0.701,0.905,0.104,0.097,6,2
specteral,0.138,0.081,0.943,0.96,0.949,0.966,6,2
specteral,0.488,0.35,0.943,0.96,0.19,0.133,6,2
specteral,0.62,0.0,0.701,0.888,0.094,0.109,6,2
specteral,0.138,0.079,0.949,0.96,0.953,0.964,6,2
specteral,0.516,0.389,0.949,0.96,0.143,0.111,6,2
specteral,0.846,0.008,0.722,0.921,0.112,0.123,6,2
specteral,0.138,0.079,0.945,0.96,0.951,0.966,6,2
specteral,0.477,0.309,0.945,0.96,0.19,0.138,6,2
affinity,6.259,0.138,0.89,0.786,0.045,0.027,6,2
affinity,0.1,0.055,0.97,0.96,0.976,0.967,6,2
affinity,0.374,0.267,0.97,0.96,0.19,0.25,6,2
affinity,0.325,0.008,0.701,0.854,0.382,0.411,6,2
affinity,0.142,0.079,0.957,0.96,0.957,0.96,6,2
affinity,0.556,0.429,0.957,0.96,0.048,0.043,6,2
affinity,0.559,0.003,0.718,0.883,0.416,0.406,6,2
affinity,0.112,0.059,0.955,0.96,0.967,0.972,6,2
affinity,0.498,0.387,0.955,0.96,0.333,0.292,6,2
KMeans,4.954,0.076,0.79,0.828,0.166,0.184,7,2
KMeans,0.148,0.078,0.956,0.958,0.958,0.96,7,2
KMeans,0.456,0.342,0.956,0.958,0.091,0.087,7,2
KMeans,3.651,0.011,0.774,0.843,0.257,0.258,7,2
KMeans,0.113,0.065,0.958,0.958,0.966,0.966,7,2
KMeans,0.427,0.34,0.958,0.958,0.227,0.227,7,2
KMeans,5.644,0.011,0.774,0.841,0.244,0.224,7,2
KMeans,0.136,0.078,0.956,0.958,0.958,0.96,7,2
KMeans,0.397,0.283,0.956,0.958,0.091,0.087,7,2
specteral,3.567,0.015,0.765,0.818,0.186,0.15,7,2
specteral,0.144,0.078,0.956,0.958,0.958,0.96,7,2
specteral,0.448,0.369,0.956,0.958,0.091,0.087,7,2
specteral,2.268,0.053,0.769,0.893,0.02,0.042,7,2
specteral,0.151,0.082,0.948,0.958,0.952,0.962,7,2
specteral,0.432,0.326,0.948,0.958,0.136,0.111,7,2
specteral,4.992,0.004,0.686,0.822,0.087,0.089,7,2
specteral,0.136,0.078,0.948,0.958,0.954,0.964,7,2
specteral,0.491,0.359,0.948,0.958,0.182,0.148,7,2
affinity,5.64,0.088,0.881,0.857,0.152,0.143,7,2
affinity,0.086,0.05,0.966,0.958,0.978,0.97,7,2
affinity,0.262,0.191,0.966,0.958,0.318,0.389,7,2
affinity,1.077,0.13,0.803,0.853,0.046,0.044,7,2
affinity,0.125,0.067,0.956,0.958,0.964,0.966,7,2
affinity,0.386,0.295,0.956,0.958,0.227,0.217,7,2
affinity,2.448,0.069,0.79,0.807,0.055,0.049,7,2
affinity,0.136,0.071,0.96,0.958,0.964,0.962,7,2
affinity,0.456,0.369,0.96,0.958,0.136,0.143,7,2
KMeans,3.859,0.222,0.725,0.859,0.126,0.099,8,2
KMeans,0.123,0.068,0.951,0.957,0.961,0.967,8,2
KMeans,0.408,0.287,0.951,0.957,0.273,0.24,8,2
KMeans,2.328,0.195,0.73,0.816,0.182,0.159,8,2
KMeans,0.123,0.07,0.957,0.957,0.963,0.963,8,2
KMeans,0.41,0.325,0.957,0.957,0.182,0.182,8,2
KMeans,3.781,0.218,0.777,0.814,0.143,0.087,8,2
KMeans,0.108,0.057,0.959,0.957,0.971,0.969,8,2
KMeans,0.36,0.301,0.959,0.957,0.318,0.333,8,2
specteral,2.418,0.14,0.695,0.881,0.152,0.134,8,2
specteral,0.155,0.088,0.943,0.957,0.947,0.961,8,2
specteral,0.558,0.401,0.943,0.957,0.136,0.103,8,2
specteral,4.484,0.218,0.66,0.873,0.064,0.075,8,2
specteral,0.147,0.084,0.947,0.957,0.951,0.961,8,2
specteral,0.56,0.421,0.947,0.957,0.136,0.111,8,2
specteral,2.898,0.202,0.732,0.865,0.153,0.126,8,2
specteral,0.147,0.08,0.947,0.957,0.953,0.963,8,2
specteral,0.492,0.361,0.947,0.957,0.182,0.148,8,2
affinity,2.688,0.198,0.801,0.773,0.043,0.001,8,2
affinity,0.112,0.059,0.969,0.957,0.976,0.964,8,2
affinity,0.426,0.355,0.969,0.957,0.182,0.25,8,2
affinity,3.848,0.214,0.793,0.828,0.043,0.001,8,2
affinity,0.1,0.055,0.965,0.957,0.976,0.968,8,2
affinity,0.346,0.275,0.965,0.957,0.273,0.333,8,2
affinity,3.848,0.214,0.73,0.787,0.043,0.001,8,2
affinity,0.127,0.064,0.963,0.957,0.969,0.963,8,2
affinity,0.512,0.411,0.963,0.957,0.182,0.211,8,2
KMeans,0.882,0.006,0.772,0.816,0.202,0.219,9,2
KMeans,0.148,0.086,0.95,0.95,0.955,0.955,9,2
KMeans,0.463,0.38,0.95,0.95,0.143,0.143,9,2
KMeans,0.882,0.006,0.806,0.786,0.064,0.067,9,2
KMeans,0.155,0.084,0.955,0.95,0.959,0.953,9,2
KMeans,0.49,0.397,0.955,0.95,0.107,0.12,9,2
KMeans,0.642,0.002,0.799,0.822,0.082,0.069,9,2
KMeans,0.173,0.094,0.955,0.95,0.953,0.948,9,2
KMeans,0.443,0.359,0.955,0.95,0.0,0.0,9,2
specteral,0.752,0.002,0.822,0.861,0.174,0.193,9,2
specteral,0.148,0.084,0.945,0.95,0.953,0.958,9,2
specteral,0.43,0.295,0.945,0.95,0.214,0.194,9,2
specteral,0.555,0.006,0.774,0.845,0.1,0.135,9,2
specteral,0.166,0.093,0.943,0.95,0.947,0.955,9,2
specteral,0.472,0.333,0.943,0.95,0.143,0.125,9,2
specteral,0.683,0.0,0.841,0.866,0.147,0.161,9,2
specteral,0.155,0.096,0.947,0.95,0.947,0.951,9,2
specteral,0.401,0.274,0.947,0.95,0.071,0.067,9,2
affinity,1.064,0.03,0.872,0.786,0.069,0.041,9,2
affinity,0.12,0.071,0.964,0.95,0.97,0.956,9,2
affinity,0.301,0.234,0.964,0.95,0.143,0.2,9,2
affinity,0.739,0.028,0.882,0.736,0.037,0.031,9,2
affinity,0.127,0.07,0.966,0.95,0.972,0.956,9,2
