,winDiff,pk,coverage,purity,recall,precision,episode,season
KMeans,0.2,0.111,0.936,0.944,0.937,0.945,13,2
KMeans,0.515,0.369,0.936,0.944,0.074,0.065,13,2
KMeans,0.527,0.025,0.691,0.819,0.234,0.245,13,2
KMeans,0.192,0.103,0.94,0.944,0.943,0.947,13,2
KMeans,0.578,0.428,0.94,0.944,0.111,0.103,13,2
specteral,1.033,0.016,0.771,0.767,0.189,0.225,13,2
specteral,0.192,0.101,0.951,0.944,0.95,0.944,13,2
specteral,0.555,0.409,0.951,0.944,0.037,0.042,13,2
specteral,1.136,0.012,0.847,0.652,0.094,0.107,13,2
specteral,0.171,0.095,0.961,0.944,0.959,0.942,13,2
specteral,0.561,0.403,0.961,0.944,0.0,0.0,13,2
specteral,0.654,0.037,0.823,0.74,0.124,0.111,13,2
specteral,0.167,0.093,0.959,0.944,0.959,0.944,13,2
specteral,0.485,0.373,0.959,0.944,0.037,0.05,13,2
affinity,3.465,0.094,0.825,0.606,0.036,0.034,13,2
affinity,0.155,0.078,0.973,0.944,0.974,0.945,13,2
affinity,0.498,0.379,0.973,0.944,0.037,0.077,13,2
affinity,0.938,0.012,0.854,0.796,0.203,0.151,13,2
affinity,0.163,0.091,0.965,0.944,0.963,0.942,13,2
affinity,0.376,0.275,0.965,0.944,0.0,0.0,13,2
affinity,2.823,0.061,0.814,0.687,0.062,0.037,13,2
affinity,0.151,0.085,0.967,0.944,0.967,0.945,13,2
affinity,0.477,0.365,0.967,0.944,0.037,0.062,13,2
