,winDiff,pk,coverage,purity,recall,precision,episode,season
KMeans,0.157,0.085,0.947,0.96,0.949,0.962,6,2
KMeans,0.576,0.383,0.947,0.96,0.095,0.071,6,2
KMeans,0.542,0.0,0.767,0.83,0.431,0.359,6,2
KMeans,0.119,0.074,0.958,0.96,0.961,0.963,6,2
KMeans,0.374,0.271,0.958,0.96,0.095,0.091,6,2
KMeans,1.751,0.035,0.694,0.847,0.363,0.39,6,2
KMeans,0.142,0.076,0.957,0.96,0.959,0.962,6,2
KMeans,0.514,0.369,0.957,0.96,0.095,0.087,6,2
specteral,0.521,0.003,0.76,0.807,0.256,0.261,6,2
specteral,0.119,0.062,0.962,0.96,0.969,0.967,6,2
specteral,0.481,0.389,0.962,0.96,0.19,0.2,6,2
specteral,0.889,0.01,0.756,0.792,0.191,0.147,6,2
specteral,0.123,0.062,0.966,0.96,0.97,0.965,6,2
specteral,0.519,0.408,0.966,0.96,0.143,0.167,6,2
specteral,0.521,0.003,0.707,0.773,0.444,0.382,6,2
specteral,0.134,0.07,0.958,0.96,0.963,0.964,6,2
specteral,0.597,0.458,0.958,0.96,0.143,0.136,6,2
affinity,8.325,0.141,0.913,0.686,0.08,0.047,6,2
affinity,0.081,0.045,0.979,0.96,0.986,0.967,6,2
affinity,0.397,0.288,0.979,0.96,0.19,0.364,6,2
affinity,0.831,0.015,0.837,0.836,0.181,0.136,6,2
affinity,0.108,0.064,0.968,0.96,0.97,0.963,6,2
affinity,0.382,0.273,0.968,0.96,0.095,0.118,6,2
affinity,0.463,0.005,0.813,0.796,0.154,0.138,6,2
affinity,0.123,0.072,0.968,0.96,0.967,0.959,6,2
affinity,0.401,0.292,0.968,0.96,0.0,0.0,6,2
KMeans,1.958,0.061,0.69,0.822,0.017,0.038,7,2
KMeans,0.163,0.088,0.95,0.958,0.95,0.958,7,2
KMeans,0.505,0.422,0.95,0.958,0.045,0.038,7,2
KMeans,1.559,0.084,0.765,0.841,0.02,0.047,7,2
KMeans,0.151,0.08,0.954,0.958,0.956,0.96,7,2
KMeans,0.431,0.328,0.954,0.958,0.091,0.083,7,2
KMeans,1.18,0.088,0.753,0.845,0.016,0.04,7,2
KMeans,0.144,0.078,0.952,0.958,0.956,0.962,7,2
KMeans,0.444,0.355,0.952,0.958,0.136,0.12,7,2
KMeans,1.07,0.14,0.707,0.818,0.151,0.12,8,2
KMeans,0.135,0.07,0.949,0.957,0.959,0.967,8,2
KMeans,0.486,0.373,0.949,0.957,0.273,0.231,8,2
KMeans,2.031,0.183,0.689,0.805,0.115,0.113,8,2
KMeans,0.155,0.088,0.947,0.957,0.949,0.959,8,2
KMeans,0.528,0.413,0.947,0.957,0.091,0.074,8,2
KMeans,3.262,0.206,0.73,0.805,0.192,0.162,8,2
KMeans,0.151,0.082,0.953,0.957,0.955,0.959,8,2
KMeans,0.466,0.399,0.953,0.957,0.091,0.083,8,2
specteral,3.387,0.187,0.75,0.773,0.043,0.002,8,2
specteral,0.115,0.061,0.967,0.957,0.973,0.964,8,2
specteral,0.514,0.435,0.967,0.957,0.182,0.235,8,2
specteral,2.5,0.222,0.795,0.701,0.043,0.001,8,2
specteral,0.131,0.068,0.971,0.957,0.971,0.958,8,2
specteral,0.534,0.439,0.971,0.957,0.045,0.067,8,2
specteral,2.57,0.144,0.809,0.801,0.043,0.003,8,2
specteral,0.135,0.076,0.967,0.957,0.965,0.956,8,2
specteral,0.43,0.361,0.967,0.957,0.0,0.0,8,2
affinity,29.852,0.494,0.832,0.701,0.043,0.001,8,2
affinity,0.112,0.059,0.977,0.957,0.98,0.96,8,2
affinity,0.526,0.439,0.977,0.957,0.091,0.167,8,2
affinity,2.48,0.195,0.787,0.805,0.043,0.001,8,2
affinity,0.115,0.061,0.967,0.957,0.973,0.964,8,2
affinity,0.444,0.347,0.967,0.957,0.182,0.235,8,2
affinity,2.535,0.198,0.707,0.758,0.043,0.001,8,2
affinity,0.147,0.076,0.963,0.957,0.963,0.957,8,2
affinity,0.596,0.485,0.963,0.957,0.045,0.053,8,2
KMeans,0.752,0.002,0.761,0.824,0.16,0.157,9,2
KMeans,0.166,0.089,0.943,0.95,0.949,0.957,9,2
KMeans,0.481,0.357,0.943,0.95,0.179,0.156,9,2
KMeans,0.514,0.009,0.747,0.809,0.066,0.11,9,2
KMeans,0.166,0.089,0.939,0.95,0.947,0.958,9,2
KMeans,0.521,0.404,0.939,0.95,0.214,0.176,9,2
KMeans,0.507,0.009,0.807,0.809,0.275,0.282,9,2
KMeans,0.152,0.082,0.95,0.95,0.957,0.957,9,2
KMeans,0.426,0.35,0.95,0.95,0.179,0.179,9,2
KMeans,0.864,0.059,0.713,0.823,0.135,0.175,10,2
KMeans,0.194,0.119,0.934,0.943,0.932,0.941,10,2
KMeans,0.51,0.374,0.934,0.943,0.037,0.032,10,2
KMeans,7.009,0.203,0.734,0.76,0.126,0.118,10,2
KMeans,0.181,0.102,0.947,0.943,0.948,0.944,10,2
KMeans,0.505,0.405,0.947,0.943,0.074,0.08,10,2
KMeans,1.685,0.089,0.809,0.834,0.289,0.27,10,2
KMeans,0.139,0.081,0.947,0.943,0.959,0.955,10,2
KMeans,0.367,0.284,0.947,0.943,0.259,0.28,10,2
specteral,8.715,0.25,0.826,0.609,0.036,0.013,10,2
specteral,0.156,0.081,0.968,0.943,0.971,0.945,10,2
specteral,0.523,0.409,0.968,0.943,0.074,0.133,10,2
specteral,5.357,0.165,0.887,0.634,0.068,0.037,10,2
specteral,0.147,0.081,0.968,0.943,0.971,0.945,10,2
specteral,0.523,0.403,0.968,0.943,0.074,0.133,10,2
specteral,15.796,0.347,0.866,0.602,0.036,0.01,10,2
specteral,0.16,0.085,0.972,0.943,0.971,0.941,10,2
specteral,0.536,0.426,0.972,0.943,0.0,0.0,10,2
affinity,4.391,0.182,0.9,0.715,0.036,0.013,10,2
affinity,0.13,0.077,0.968,0.943,0.973,0.947,10,2
affinity,0.427,0.318,0.968,0.943,0.111,0.2,10,2
affinity,6.83,0.199,0.883,0.721,0.036,0.023,10,2
affinity,0.151,0.079,0.966,0.943,0.971,0.947,10,2
affinity,0.406,0.307,0.966,0.943,0.111,0.188,10,2
affinity,2.247,0.093,0.9,0.77,0.071,0.041,10,2
