,winDiff,pk,coverage,purity,recall,precision,episode,season
KMeans,0.193,0.103,0.927,0.958,0.93,0.961,7,2
KMeans,0.681,0.457,0.927,0.958,0.136,0.079,7,2
KMeans,0.498,0.134,0.66,0.908,0.008,0.027,7,2
KMeans,1.776,0.902,0.929,0.958,0.066,0.892,7,2
KMeans,0.618,0.377,0.929,0.958,0.182,0.108,7,2
KMeans,1.789,0.113,0.584,0.912,0.089,0.097,8,2
KMeans,0.213,0.115,0.912,0.957,0.916,0.961,8,2
KMeans,0.814,0.437,0.912,0.957,0.182,0.089,8,2
KMeans,2.098,0.167,0.604,0.924,0.07,0.068,8,2
KMeans,0.17,0.1,0.92,0.957,0.929,0.966,8,2
KMeans,0.66,0.421,0.92,0.957,0.273,0.146,8,2
KMeans,1.922,0.163,0.576,0.891,0.04,0.039,8,2
KMeans,1.736,0.875,0.91,0.957,0.09,0.957,8,2
KMeans,0.818,0.413,0.91,0.957,0.091,0.043,8,2
specteral,0.383,0.054,0.561,0.926,0.023,0.02,8,2
specteral,0.233,0.131,0.893,0.957,0.898,0.963,8,2
specteral,1.058,0.455,0.893,0.957,0.227,0.091,8,2
specteral,2.219,0.14,0.535,0.912,0.032,0.037,8,2
specteral,0.245,0.141,0.891,0.957,0.892,0.958,8,2
specteral,1.08,0.485,0.891,0.957,0.136,0.054,8,2
specteral,2.477,0.14,0.482,0.908,0.029,0.033,8,2
specteral,1.693,0.869,0.889,0.957,0.104,0.895,8,2
specteral,1.11,0.517,0.889,0.957,0.273,0.105,8,2
affinity,4.012,0.222,0.781,0.793,0.043,0.001,8,2
affinity,0.127,0.064,0.963,0.957,0.969,0.963,8,2
affinity,0.432,0.349,0.963,0.957,0.182,0.211,8,2
affinity,2.48,0.195,0.719,0.869,0.121,0.098,8,2
affinity,0.147,0.078,0.945,0.957,0.953,0.965,8,2
affinity,0.414,0.305,0.945,0.957,0.227,0.179,8,2
affinity,2.746,0.14,0.729,0.844,0.383,0.368,8,2
affinity,1.822,0.93,0.953,0.957,0.039,0.792,8,2
affinity,0.428,0.381,0.953,0.957,0.227,0.208,8,2
KMeans,0.745,0.002,0.67,0.82,0.181,0.199,9,2
KMeans,0.195,0.107,0.929,0.95,0.932,0.954,9,2
KMeans,0.624,0.431,0.929,0.95,0.143,0.1,9,2
KMeans,0.507,0.009,0.745,0.832,0.052,0.079,9,2
KMeans,0.191,0.103,0.939,0.95,0.94,0.951,9,2
KMeans,0.494,0.364,0.939,0.95,0.071,0.059,9,2
KMeans,0.469,0.011,0.704,0.863,0.042,0.064,9,2
KMeans,1.759,0.897,0.929,0.95,0.066,0.875,9,2
KMeans,0.544,0.371,0.929,0.95,0.179,0.125,9,2
KMeans,0.574,0.021,0.594,0.866,0.078,0.088,10,2
KMeans,0.245,0.136,0.904,0.943,0.907,0.946,10,2
KMeans,0.698,0.45,0.904,0.943,0.148,0.089,10,2
KMeans,0.791,0.059,0.63,0.866,0.033,0.049,10,2
KMeans,0.232,0.136,0.909,0.943,0.91,0.944,10,2
KMeans,0.623,0.411,0.909,0.943,0.111,0.07,10,2
KMeans,0.791,0.059,0.651,0.87,0.038,0.048,10,2
KMeans,1.695,0.868,0.904,0.943,0.09,0.889,10,2
KMeans,0.688,0.403,0.904,0.943,0.185,0.111,10,2
specteral,0.421,0.038,0.568,0.921,0.025,0.039,10,2
specteral,0.254,0.143,0.877,0.943,0.889,0.956,10,2
specteral,0.796,0.407,0.877,0.943,0.333,0.155,10,2
specteral,1.166,0.068,0.604,0.906,0.023,0.035,10,2
specteral,0.258,0.147,0.894,0.943,0.896,0.945,10,2
specteral,0.727,0.424,0.894,0.943,0.148,0.08,10,2
specteral,0.128,0.013,0.572,0.938,0.023,0.032,10,2
specteral,1.635,0.857,0.872,0.943,0.113,0.833,10,2
specteral,0.805,0.418,0.872,0.943,0.37,0.167,10,2
affinity,1.685,0.089,0.804,0.821,0.148,0.119,10,2
affinity,0.164,0.091,0.949,0.943,0.955,0.948,10,2
affinity,0.419,0.316,0.949,0.943,0.148,0.167,10,2
affinity,0.991,0.051,0.755,0.794,0.157,0.16,10,2
affinity,0.168,0.089,0.938,0.943,0.95,0.955,10,2
affinity,0.466,0.34,0.938,0.943,0.259,0.241,10,2
affinity,0.226,0.013,0.736,0.851,0.107,0.121,10,2
affinity,1.755,0.894,0.934,0.943,0.061,0.871,10,2
affinity,0.432,0.325,0.934,0.943,0.148,0.129,10,2
KMeans,0.599,0.129,0.621,0.901,0.001,0.023,11,2
KMeans,0.222,0.123,0.921,0.953,0.919,0.951,11,2
KMeans,0.703,0.41,0.921,0.953,0.038,0.023,11,2
KMeans,0.448,0.14,0.625,0.879,0.001,0.023,11,2
KMeans,0.197,0.116,0.921,0.953,0.922,0.955,11,2
KMeans,0.755,0.449,0.921,0.953,0.115,0.068,11,2
KMeans,1.0,0.108,0.625,0.892,0.001,0.022,11,2
KMeans,1.741,0.881,0.917,0.953,0.081,0.935,11,2
KMeans,0.683,0.414,0.917,0.953,0.115,0.065,11,2
KMeans,0.606,0.068,0.57,0.911,0.013,0.021,12,2
KMeans,0.202,0.121,0.909,0.953,0.913,0.958,12,2
KMeans,0.746,0.427,0.909,0.953,0.185,0.096,12,2
KMeans,0.635,0.068,0.644,0.923,0.039,0.049,12,2
KMeans,0.199,0.107,0.916,0.953,0.924,0.962,12,2
KMeans,0.665,0.33,0.916,0.953,0.259,0.146,12,2
KMeans,0.635,0.068,0.565,0.916,0.013,0.025,12,2
KMeans,1.735,0.895,0.914,0.953,0.076,0.837,12,2
KMeans,0.665,0.4,0.914,0.953,0.296,0.163,12,2
specteral,0.635,0.089,0.553,0.94,0.006,0.015,12,2
specteral,0.237,0.137,0.882,0.953,0.891,0.962,12,2
specteral,1.005,0.427,0.882,0.953,0.296,0.119,12,2
specteral,0.627,0.085,0.553,0.946,0.001,0.015,12,2
specteral,0.241,0.14,0.886,0.953,0.891,0.958,12,2
specteral,0.916,0.384,0.886,0.953,0.222,0.092,12,2
specteral,0.74,0.08,0.582,0.93,0.003,0.017,12,2
specteral,1.703,0.879,0.898,0.953,0.092,0.862,12,2
specteral,0.828,0.409,0.898,0.953,0.296,0.138,12,2
affinity,0.588,0.059,0.77,0.832,0.275,0.282,12,2
affinity,0.128,0.068,0.954,0.953,0.965,0.963,12,2
affinity,0.426,0.304,0.954,0.953,0.259,0.269,12,2
affinity,0.627,0.085,0.584,0.86,0.002,0.024,12,2
affinity,0.195,0.1,0.926,0.953,0.934,0.96,12,2
affinity,0.619,0.466,0.926,0.953,0.222,0.143,12,2
affinity,0.738,0.071,0.682,0.837,0.101,0.133,12,2
affinity,1.78,0.9,0.937,0.953,0.061,0.917,12,2
affinity,0.531,0.332,0.937,0.953,0.111,0.083,12,2
KMeans,0.741,0.0,0.602,0.915,0.057,0.063,13,2
KMeans,0.233,0.138,0.901,0.944,0.904,0.947,13,2
KMeans,0.632,0.358,0.901,0.944,0.148,0.083,13,2
KMeans,1.432,0.0,0.619,0.878,0.062,0.072,13,2
KMeans,0.25,0.136,0.911,0.944,0.91,0.943,13,2
