,winDiff,pk,coverage,purity,recall,precision,episode,season
specteral,0.5,0.41,0.953,0.959,0.048,0.042,4,2
affinity,1.559,0.094,0.764,0.813,0.172,0.127,4,2
affinity,0.116,0.065,0.961,0.959,0.967,0.965,4,2
affinity,0.448,0.368,0.961,0.959,0.19,0.2,4,2
affinity,2.315,0.118,0.734,0.77,0.204,0.176,4,2
affinity,0.132,0.069,0.965,0.959,0.967,0.961,4,2
affinity,0.474,0.412,0.965,0.959,0.095,0.111,4,2
KMeans,0.92,0.0,0.705,0.92,0.186,0.175,5,2
KMeans,0.118,0.071,0.945,0.958,0.956,0.969,5,2
KMeans,0.418,0.284,0.945,0.958,0.304,0.233,5,2
KMeans,1.88,0.069,0.751,0.884,0.048,0.064,5,2
KMeans,0.137,0.078,0.949,0.958,0.954,0.964,5,2
KMeans,0.478,0.317,0.949,0.958,0.174,0.143,5,2
specteral,0.895,0.011,0.649,0.873,0.151,0.158,5,2
specteral,0.155,0.085,0.945,0.958,0.949,0.962,5,2
specteral,0.556,0.425,0.945,0.958,0.13,0.1,5,2
specteral,2.451,0.062,0.678,0.871,0.079,0.071,5,2
specteral,0.151,0.082,0.945,0.958,0.951,0.963,5,2
specteral,0.53,0.395,0.945,0.958,0.174,0.133,5,2
affinity,2.52,0.065,0.816,0.776,0.137,0.108,5,2
affinity,0.107,0.064,0.967,0.958,0.972,0.962,5,2
affinity,0.418,0.315,0.967,0.958,0.13,0.167,5,2
affinity,2.895,0.069,0.842,0.845,0.224,0.187,5,2
affinity,0.115,0.067,0.964,0.958,0.968,0.962,5,2
affinity,0.325,0.221,0.964,0.958,0.13,0.15,5,2
KMeans,0.768,0.005,0.716,0.873,0.216,0.25,6,2
KMeans,0.138,0.076,0.953,0.96,0.957,0.964,6,2
KMeans,0.444,0.319,0.953,0.96,0.143,0.12,6,2
KMeans,1.625,0.03,0.754,0.856,0.158,0.184,6,2
KMeans,0.123,0.072,0.953,0.96,0.959,0.966,6,2
KMeans,0.44,0.308,0.953,0.96,0.19,0.16,6,2
specteral,0.393,0.01,0.752,0.837,0.109,0.133,6,2
specteral,0.134,0.072,0.953,0.96,0.959,0.966,6,2
specteral,0.452,0.311,0.953,0.96,0.19,0.16,6,2
specteral,0.932,0.013,0.715,0.907,0.108,0.099,6,2
specteral,0.142,0.085,0.947,0.96,0.949,0.962,6,2
specteral,0.436,0.348,0.947,0.96,0.095,0.071,6,2
affinity,6.259,0.138,0.89,0.786,0.045,0.027,6,2
affinity,0.1,0.055,0.97,0.96,0.976,0.967,6,2
affinity,0.374,0.267,0.97,0.96,0.19,0.25,6,2
affinity,1.345,0.03,0.724,0.87,0.245,0.273,6,2
affinity,0.127,0.068,0.957,0.96,0.963,0.966,6,2
affinity,0.537,0.393,0.957,0.96,0.19,0.174,6,2
KMeans,5.092,0.004,0.79,0.826,0.223,0.195,7,2
KMeans,0.117,0.065,0.962,0.958,0.968,0.964,7,2
KMeans,0.387,0.318,0.962,0.958,0.182,0.2,7,2
KMeans,5.448,0.011,0.772,0.82,0.236,0.238,7,2
KMeans,0.128,0.069,0.958,0.958,0.964,0.964,7,2
KMeans,0.431,0.324,0.958,0.958,0.182,0.182,7,2
specteral,4.211,0.073,0.807,0.866,0.19,0.223,7,2
specteral,0.14,0.084,0.954,0.958,0.954,0.958,7,2
specteral,0.466,0.342,0.954,0.958,0.045,0.042,7,2
specteral,2.054,0.061,0.74,0.878,0.018,0.038,7,2
specteral,0.14,0.078,0.945,0.958,0.952,0.966,7,2
specteral,0.499,0.326,0.945,0.958,0.227,0.172,7,2
affinity,5.64,0.088,0.881,0.857,0.152,0.143,7,2
affinity,0.086,0.05,0.966,0.958,0.978,0.97,7,2
affinity,0.262,0.191,0.966,0.958,0.318,0.389,7,2
affinity,0.414,0.172,0.815,0.86,0.045,0.044,7,2
affinity,0.109,0.059,0.956,0.958,0.968,0.97,7,2
affinity,0.342,0.264,0.956,0.958,0.318,0.304,7,2
KMeans,2.898,0.202,0.736,0.791,0.14,0.085,8,2
KMeans,0.127,0.068,0.959,0.957,0.965,0.963,8,2
KMeans,0.412,0.345,0.959,0.957,0.182,0.19,8,2
KMeans,3.191,0.202,0.734,0.834,0.098,0.045,8,2
KMeans,0.135,0.072,0.955,0.957,0.961,0.963,8,2
KMeans,0.496,0.381,0.955,0.957,0.182,0.174,8,2
specteral,2.477,0.14,0.719,0.867,0.12,0.135,8,2
specteral,0.147,0.08,0.951,0.957,0.955,0.961,8,2
specteral,0.452,0.379,0.951,0.957,0.136,0.12,8,2
specteral,6.824,0.261,0.699,0.848,0.08,0.076,8,2
specteral,0.151,0.082,0.949,0.957,0.953,0.961,8,2
specteral,0.58,0.435,0.949,0.957,0.136,0.115,8,2
affinity,2.688,0.198,0.801,0.773,0.043,0.001,8,2
affinity,0.112,0.059,0.969,0.957,0.976,0.964,8,2
affinity,0.426,0.355,0.969,0.957,0.182,0.25,8,2
affinity,2.555,0.132,0.721,0.855,0.048,0.055,8,2
affinity,0.135,0.07,0.953,0.957,0.961,0.965,8,2
affinity,0.494,0.379,0.953,0.957,0.227,0.208,8,2
KMeans,0.642,0.002,0.824,0.836,0.248,0.224,9,2
KMeans,0.148,0.087,0.952,0.95,0.955,0.953,9,2
KMeans,0.421,0.328,0.952,0.95,0.107,0.111,9,2
KMeans,0.882,0.006,0.836,0.854,0.119,0.115,9,2
KMeans,0.138,0.077,0.952,0.95,0.961,0.959,9,2
KMeans,0.39,0.281,0.952,0.95,0.214,0.222,9,2
specteral,0.548,0.006,0.827,0.831,0.071,0.134,9,2
specteral,0.152,0.086,0.943,0.95,0.951,0.958,9,2
specteral,0.441,0.277,0.943,0.95,0.214,0.188,9,2
specteral,0.555,0.006,0.806,0.888,0.091,0.136,9,2
specteral,0.159,0.089,0.943,0.95,0.949,0.957,9,2
specteral,0.407,0.264,0.943,0.95,0.179,0.156,9,2
affinity,1.064,0.03,0.872,0.786,0.069,0.041,9,2
affinity,0.12,0.071,0.964,0.95,0.97,0.956,9,2
affinity,0.301,0.234,0.964,0.95,0.143,0.2,9,2
affinity,0.974,0.028,0.861,0.758,0.071,0.042,9,2
affinity,0.138,0.078,0.961,0.95,0.964,0.954,9,2
affinity,0.356,0.277,0.961,0.95,0.107,0.136,9,2
KMeans,1.749,0.085,0.789,0.828,0.377,0.344,10,2
KMeans,0.164,0.1,0.945,0.943,0.948,0.946,10,2
KMeans,0.41,0.299,0.945,0.943,0.111,0.115,10,2
KMeans,4.353,0.186,0.753,0.766,0.2,0.165,10,2
KMeans,0.168,0.091,0.949,0.943,0.955,0.948,10,2
KMeans,0.497,0.374,0.949,0.943,0.148,0.167,10,2
specteral,1.83,0.093,0.653,0.809,0.095,0.108,10,2
specteral,0.203,0.109,0.936,0.943,0.939,0.945,10,2
specteral,0.599,0.487,0.936,0.943,0.111,0.1,10,2
specteral,0.987,0.093,0.694,0.791,0.144,0.16,10,2
specteral,0.181,0.106,0.938,0.943,0.941,0.946,10,2
specteral,0.566,0.435,0.938,0.943,0.111,0.103,10,2
affinity,4.481,0.161,0.834,0.747,0.036,0.02,10,2
affinity,0.164,0.089,0.96,0.943,0.962,0.945,10,2
affinity,0.505,0.403,0.96,0.943,0.074,0.105,10,2
affinity,1.736,0.072,0.919,0.783,0.052,0.037,10,2
affinity,0.122,0.066,0.962,0.943,0.975,0.956,10,2
affinity,0.308,0.216,0.962,0.943,0.259,0.389,10,2
KMeans,2.159,0.0,0.771,0.854,0.156,0.127,11,2
KMeans,0.121,0.063,0.951,0.953,0.966,0.968,11,2
KMeans,0.396,0.263,0.951,0.953,0.346,0.333,11,2
KMeans,1.162,0.061,0.671,0.852,0.169,0.183,11,2
KMeans,0.143,0.079,0.946,0.953,0.955,0.962,11,2
KMeans,0.514,0.36,0.946,0.953,0.231,0.2,11,2
