,winDiff,pk,coverage,purity,recall,precision,episode,season
KMeans,0.076,0.04,0.972,0.975,0.977,0.981,4,2
KMeans,0.391,0.286,0.972,0.975,0.25,0.217,4,2
KMeans,0.179,0.015,0.801,0.899,0.404,0.357,4,2
KMeans,0.079,0.044,0.975,0.975,0.977,0.977,4,2
KMeans,0.397,0.266,0.975,0.975,0.1,0.1,4,2
KMeans,1.517,0.138,0.818,0.876,0.048,0.017,4,2
KMeans,0.086,0.045,0.977,0.975,0.977,0.976,4,2
KMeans,0.364,0.251,0.977,0.975,0.05,0.053,4,2
specteral,1.284,0.132,0.788,0.837,0.208,0.195,4,2
specteral,0.084,0.044,0.975,0.975,0.977,0.977,4,2
specteral,0.464,0.349,0.975,0.975,0.1,0.1,4,2
specteral,0.731,0.08,0.726,0.844,0.283,0.338,4,2
specteral,0.074,0.039,0.973,0.975,0.979,0.981,4,2
specteral,0.514,0.387,0.973,0.975,0.25,0.227,4,2
specteral,0.739,0.078,0.785,0.825,0.34,0.337,4,2
specteral,0.076,0.044,0.975,0.975,0.977,0.977,4,2
specteral,0.512,0.362,0.975,0.975,0.1,0.1,4,2
affinity,0.771,0.076,0.696,0.892,0.326,0.367,4,2
affinity,0.084,0.043,0.969,0.975,0.975,0.981,4,2
affinity,0.468,0.347,0.969,0.975,0.25,0.2,4,2
affinity,0.637,0.073,0.602,0.931,0.006,0.032,4,2
affinity,0.098,0.055,0.962,0.975,0.965,0.978,4,2
affinity,0.522,0.389,0.962,0.975,0.15,0.097,4,2
affinity,0.637,0.073,0.664,0.919,0.064,0.078,4,2
affinity,0.101,0.053,0.964,0.975,0.967,0.978,4,2
affinity,0.517,0.381,0.964,0.975,0.15,0.103,4,2
KMeans,0.143,0.014,0.834,0.943,0.255,0.266,5,2
KMeans,0.072,0.043,0.97,0.976,0.975,0.981,5,2
KMeans,0.28,0.225,0.97,0.976,0.227,0.185,5,2
KMeans,0.033,0.003,0.827,0.882,0.44,0.398,5,2
KMeans,0.09,0.049,0.975,0.976,0.974,0.975,5,2
KMeans,0.347,0.283,0.975,0.976,0.0,0.0,5,2
KMeans,0.232,0.023,0.781,0.854,0.167,0.196,5,2
KMeans,0.074,0.04,0.973,0.976,0.978,0.981,5,2
KMeans,0.412,0.339,0.973,0.976,0.227,0.2,5,2
specteral,0.088,0.009,0.797,0.893,0.151,0.167,5,2
specteral,0.085,0.044,0.972,0.976,0.975,0.98,5,2
specteral,0.362,0.287,0.972,0.976,0.182,0.154,5,2
specteral,0.574,0.057,0.761,0.864,0.081,0.106,5,2
specteral,0.088,0.047,0.97,0.976,0.973,0.979,5,2
specteral,0.412,0.344,0.97,0.976,0.136,0.111,5,2
specteral,0.088,0.009,0.798,0.909,0.199,0.198,5,2
specteral,0.079,0.044,0.967,0.976,0.973,0.982,5,2
specteral,0.371,0.253,0.967,0.976,0.273,0.2,5,2
affinity,0.826,0.09,0.773,0.869,0.116,0.127,5,2
affinity,0.072,0.043,0.97,0.976,0.975,0.981,5,2
affinity,0.396,0.322,0.97,0.976,0.227,0.185,5,2
affinity,0.741,0.085,0.723,0.919,0.021,0.05,5,2
affinity,0.085,0.046,0.965,0.976,0.971,0.982,5,2
affinity,0.366,0.304,0.965,0.976,0.273,0.188,5,2
affinity,0.143,0.014,0.727,0.92,0.148,0.151,5,2
affinity,0.085,0.046,0.963,0.976,0.97,0.983,5,2
affinity,0.479,0.336,0.963,0.976,0.318,0.206,5,2
KMeans,0.856,0.023,0.652,0.849,0.081,0.091,6,2
KMeans,0.076,0.042,0.974,0.981,0.975,0.983,6,2
KMeans,0.504,0.397,0.974,0.981,0.1,0.071,6,2
KMeans,3.122,0.16,0.769,0.831,0.12,0.089,6,2
KMeans,0.068,0.035,0.98,0.981,0.982,0.983,6,2
KMeans,0.389,0.326,0.98,0.981,0.1,0.095,6,2
KMeans,3.066,0.158,0.716,0.86,0.055,0.063,6,2
KMeans,0.072,0.037,0.976,0.981,0.979,0.984,6,2
KMeans,0.42,0.311,0.976,0.981,0.15,0.12,6,2
