,winDiff,pk,coverage,purity,recall,precision,episode,season
KMeans,0.148,0.083,0.929,0.975,0.934,0.98,2,2
KMeans,1.008,0.355,0.929,0.975,0.263,0.093,2,2
KMeans,0.415,0.052,0.571,0.931,0.021,0.033,2,2
KMeans,0.169,0.094,0.923,0.975,0.926,0.977,2,2
KMeans,1.165,0.352,0.923,0.975,0.158,0.052,2,2
KMeans,0.501,0.062,0.629,0.942,0.019,0.034,2,2
KMeans,1.802,0.912,0.926,0.975,0.07,0.929,2,2
KMeans,1.119,0.333,0.926,0.975,0.211,0.071,2,2
specteral,0.527,0.069,0.379,0.97,0.011,0.016,2,2
specteral,0.209,0.113,0.891,0.975,0.899,0.984,2,2
specteral,1.866,0.498,0.891,0.975,0.421,0.096,2,2
specteral,0.668,0.092,0.414,0.97,0.003,0.011,2,2
specteral,0.238,0.127,0.88,0.975,0.886,0.982,2,2
specteral,2.039,0.395,0.88,0.975,0.368,0.077,2,2
specteral,0.527,0.069,0.418,0.97,0.012,0.017,2,2
specteral,1.738,0.885,0.894,0.975,0.1,0.925,2,2
specteral,1.743,0.436,0.894,0.975,0.316,0.075,2,2
affinity,0.33,0.041,0.752,0.77,0.407,0.347,2,2
affinity,0.09,0.046,0.976,0.975,0.977,0.976,2,2
affinity,0.442,0.41,0.976,0.975,0.053,0.056,2,2
affinity,0.679,0.097,0.731,0.902,0.005,0.031,2,2
affinity,0.119,0.062,0.958,0.975,0.959,0.977,2,2
affinity,0.501,0.327,0.958,0.975,0.105,0.062,2,2
affinity,0.679,0.097,0.77,0.918,0.006,0.033,2,2
affinity,1.871,0.946,0.96,0.975,0.035,0.867,2,2
affinity,0.434,0.309,0.96,0.975,0.211,0.133,2,2
KMeans,0.478,0.04,0.573,0.953,0.032,0.048,4,2
KMeans,0.15,0.079,0.936,0.975,0.94,0.979,4,2
KMeans,0.932,0.406,0.936,0.975,0.2,0.077,4,2
KMeans,0.343,0.029,0.499,0.94,0.039,0.048,4,2
KMeans,0.162,0.086,0.931,0.975,0.933,0.978,4,2
KMeans,1.049,0.474,0.931,0.975,0.15,0.054,4,2
KMeans,0.343,0.029,0.51,0.935,0.044,0.053,4,2
KMeans,1.813,0.914,0.931,0.975,0.067,0.946,4,2
KMeans,1.054,0.465,0.931,0.975,0.15,0.054,4,2
specteral,0.448,0.037,0.439,0.972,0.024,0.032,4,2
specteral,0.211,0.114,0.898,0.975,0.902,0.98,4,2
specteral,1.669,0.484,0.898,0.975,0.25,0.06,4,2
specteral,0.522,0.043,0.467,0.955,0.022,0.034,4,2
specteral,0.194,0.104,0.91,0.975,0.913,0.978,4,2
specteral,1.445,0.457,0.91,0.975,0.2,0.055,4,2
specteral,0.284,0.024,0.34,0.952,0.031,0.036,4,2
specteral,1.759,0.888,0.903,0.975,0.094,0.949,4,2
specteral,1.576,0.549,0.903,0.975,0.2,0.051,4,2
affinity,0.731,0.08,0.68,0.856,0.285,0.261,4,2
affinity,0.108,0.056,0.968,0.975,0.967,0.975,4,2
affinity,0.556,0.412,0.968,0.975,0.0,0.0,4,2
affinity,0.729,0.061,0.615,0.931,0.005,0.032,4,2
affinity,0.115,0.061,0.958,0.975,0.96,0.977,4,2
affinity,0.621,0.42,0.958,0.975,0.1,0.059,4,2
affinity,0.724,0.061,0.52,0.935,0.006,0.029,4,2
affinity,1.853,0.936,0.951,0.975,0.045,0.9,4,2
affinity,0.721,0.43,0.951,0.975,0.2,0.1,4,2
KMeans,0.552,0.062,0.522,0.961,0.011,0.014,5,2
KMeans,0.173,0.093,0.92,0.976,0.924,0.98,5,2
KMeans,1.301,0.389,0.92,0.976,0.227,0.068,5,2
KMeans,0.364,0.036,0.58,0.948,0.022,0.032,5,2
KMeans,0.138,0.073,0.933,0.976,0.941,0.984,5,2
KMeans,1.016,0.396,0.933,0.976,0.364,0.131,5,2
KMeans,0.364,0.036,0.542,0.952,0.021,0.031,5,2
KMeans,1.816,0.913,0.932,0.976,0.067,0.968,5,2
KMeans,1.034,0.409,0.932,0.976,0.091,0.032,5,2
specteral,0.55,0.058,0.527,0.963,0.011,0.016,5,2
specteral,0.171,0.094,0.915,0.976,0.92,0.982,5,2
specteral,1.405,0.383,0.915,0.976,0.318,0.09,5,2
specteral,0.514,0.053,0.471,0.98,0.01,0.017,5,2
specteral,0.206,0.117,0.894,0.976,0.898,0.98,5,2
specteral,1.843,0.41,0.894,0.976,0.273,0.062,5,2
specteral,0.514,0.053,0.521,0.97,0.012,0.02,5,2
specteral,1.768,0.895,0.908,0.976,0.088,0.94,5,2
specteral,1.535,0.388,0.908,0.976,0.227,0.06,5,2
affinity,0.033,0.003,0.751,0.852,0.12,0.137,5,2
affinity,0.096,0.051,0.968,0.976,0.97,0.977,5,2
affinity,0.438,0.326,0.968,0.976,0.091,0.069,5,2
affinity,0.736,0.085,0.668,0.949,0.006,0.028,5,2
affinity,0.096,0.051,0.955,0.976,0.963,0.984,5,2
affinity,0.564,0.361,0.955,0.976,0.364,0.195,5,2
affinity,0.73,0.086,0.656,0.945,0.003,0.024,5,2
affinity,1.86,0.939,0.954,0.976,0.043,0.905,5,2
affinity,0.584,0.361,0.954,0.976,0.182,0.095,5,2
KMeans,0.52,0.024,0.523,0.949,0.002,0.017,6,2
KMeans,0.134,0.072,0.941,0.981,0.943,0.983,6,2
KMeans,1.094,0.384,0.941,0.981,0.15,0.048,6,2
KMeans,0.467,0.028,0.57,0.925,0.03,0.045,6,2
KMeans,0.134,0.07,0.945,0.981,0.946,0.982,6,2
KMeans,1.099,0.368,0.945,0.981,0.1,0.034,6,2
KMeans,0.309,0.011,0.547,0.942,0.036,0.045,6,2
KMeans,1.851,0.933,0.944,0.981,0.053,0.932,6,2
KMeans,1.156,0.431,0.944,0.981,0.2,0.068,6,2
specteral,0.084,0.003,0.47,0.974,0.026,0.034,6,2
specteral,0.155,0.082,0.92,0.981,0.927,0.989,6,2
specteral,1.733,0.441,0.92,0.981,0.45,0.106,6,2
specteral,0.126,0.001,0.382,0.968,0.025,0.031,6,2
specteral,0.174,0.093,0.916,0.981,0.919,0.985,6,2
specteral,1.816,0.483,0.916,0.981,0.25,0.056,6,2
specteral,0.421,0.025,0.414,0.939,0.013,0.018,6,2
specteral,1.781,0.9,0.909,0.981,0.088,0.948,6,2
specteral,2.06,0.474,0.909,0.981,0.25,0.052,6,2
affinity,0.366,0.013,0.625,0.896,0.074,0.089,6,2
affinity,0.091,0.048,0.965,0.981,0.967,0.983,6,2
affinity,0.661,0.415,0.965,0.981,0.15,0.081,6,2
affinity,0.513,0.024,0.575,0.949,0.007,0.026,6,2
affinity,0.102,0.056,0.956,0.981,0.959,0.984,6,2
affinity,0.787,0.425,0.956,0.981,0.2,0.085,6,2
affinity,0.513,0.024,0.528,0.942,0.003,0.02,6,2
affinity,1.866,0.939,0.952,0.981,0.046,0.941,6,2
affinity,0.897,0.459,0.952,0.981,0.15,0.059,6,2
KMeans,0.393,0.012,0.598,0.942,0.004,0.02,7,2
KMeans,0.157,0.086,0.927,0.971,0.933,0.977,7,2
KMeans,0.865,0.382,0.927,0.971,0.269,0.106,7,2
KMeans,0.279,0.01,0.564,0.928,0.033,0.045,7,2
KMeans,0.177,0.095,0.922,0.971,0.926,0.975,7,2
KMeans,1.005,0.386,0.922,0.971,0.192,0.071,7,2
KMeans,0.162,0.003,0.556,0.944,0.014,0.021,7,2
KMeans,1.78,0.899,0.919,0.971,0.079,0.945,7,2
KMeans,0.995,0.387,0.919,0.971,0.154,0.055,7,2
specteral,0.29,0.012,0.545,0.969,0.022,0.029,7,2
specteral,0.177,0.099,0.908,0.971,0.917,0.98,7,2
specteral,1.195,0.395,0.908,0.971,0.385,0.12,7,2
specteral,0.292,0.001,0.548,0.946,0.033,0.036,7,2
specteral,0.193,0.105,0.91,0.971,0.914,0.976,7,2
specteral,1.156,0.391,0.91,0.971,0.231,0.074,7,2
specteral,0.35,0.013,0.538,0.955,0.014,0.023,7,2
specteral,1.758,0.89,0.908,0.971,0.089,0.94,7,2
specteral,1.234,0.389,0.908,0.971,0.192,0.06,7,2
affinity,2.691,0.069,0.776,0.894,0.469,0.464,7,2
affinity,0.086,0.048,0.97,0.971,0.975,0.976,7,2
affinity,0.368,0.276,0.97,0.971,0.192,0.185,7,2
affinity,0.375,0.012,0.679,0.907,0.028,0.051,7,2
affinity,0.113,0.065,0.957,0.971,0.959,0.973,7,2
affinity,0.477,0.352,0.957,0.971,0.115,0.077,7,2
