,winDiff,pk,coverage,purity,recall,precision,episode,season
affinity,0.69,0.094,0.736,0.856,0.007,0.038,2,2
affinity,0.103,0.054,0.966,0.975,0.968,0.977,2,2
affinity,0.455,0.369,0.966,0.975,0.105,0.077,2,2
KMeans,0.164,0.014,0.733,0.876,0.299,0.325,4,2
KMeans,0.096,0.049,0.971,0.975,0.972,0.977,4,2
KMeans,0.459,0.304,0.971,0.975,0.1,0.083,4,2
KMeans,0.164,0.014,0.787,0.914,0.118,0.152,4,2
KMeans,0.084,0.047,0.971,0.975,0.974,0.979,4,2
KMeans,0.431,0.271,0.971,0.975,0.15,0.125,4,2
KMeans,0.149,0.012,0.777,0.88,0.253,0.303,4,2
KMeans,0.091,0.047,0.973,0.975,0.975,0.977,4,2
KMeans,0.474,0.32,0.973,0.975,0.1,0.091,4,2
specteral,0.448,0.037,0.686,0.87,0.078,0.113,4,2
specteral,0.111,0.055,0.964,0.975,0.966,0.977,4,2
specteral,0.599,0.397,0.964,0.975,0.1,0.069,4,2
specteral,1.015,0.103,0.718,0.854,0.256,0.283,4,2
specteral,0.091,0.05,0.972,0.975,0.972,0.976,4,2
specteral,0.506,0.388,0.972,0.975,0.05,0.043,4,2
specteral,0.194,0.016,0.672,0.888,0.066,0.084,4,2
specteral,0.108,0.055,0.962,0.975,0.965,0.978,4,2
specteral,0.576,0.381,0.962,0.975,0.15,0.097,4,2
affinity,0.761,0.082,0.768,0.848,0.051,0.019,4,2
affinity,0.091,0.045,0.977,0.975,0.977,0.976,4,2
affinity,0.469,0.332,0.977,0.975,0.05,0.053,4,2
affinity,0.729,0.061,0.621,0.923,0.006,0.036,4,2
affinity,0.108,0.059,0.963,0.975,0.964,0.976,4,2
affinity,0.536,0.364,0.963,0.975,0.05,0.033,4,2
affinity,0.637,0.073,0.621,0.917,0.038,0.064,4,2
affinity,0.108,0.058,0.962,0.975,0.964,0.977,4,2
affinity,0.567,0.407,0.962,0.975,0.1,0.065,4,2
KMeans,0.408,0.041,0.784,0.91,0.114,0.136,5,2
KMeans,0.083,0.047,0.968,0.976,0.972,0.98,5,2
KMeans,0.347,0.246,0.968,0.976,0.182,0.138,5,2
KMeans,0.834,0.086,0.773,0.868,0.047,0.059,5,2
KMeans,0.088,0.048,0.969,0.976,0.972,0.979,5,2
KMeans,0.432,0.311,0.969,0.976,0.136,0.107,5,2
KMeans,0.603,0.063,0.75,0.882,0.058,0.071,5,2
KMeans,0.096,0.052,0.967,0.976,0.969,0.977,5,2
KMeans,0.436,0.334,0.967,0.976,0.091,0.067,5,2
specteral,0.386,0.039,0.746,0.877,0.141,0.156,5,2
specteral,0.092,0.047,0.968,0.976,0.972,0.98,5,2
specteral,0.453,0.342,0.968,0.976,0.182,0.138,5,2
specteral,0.166,0.017,0.742,0.917,0.108,0.122,5,2
specteral,0.088,0.049,0.964,0.976,0.969,0.981,5,2
specteral,0.481,0.308,0.964,0.976,0.227,0.152,5,2
specteral,0.243,0.024,0.816,0.832,0.119,0.08,5,2
specteral,0.083,0.043,0.977,0.976,0.979,0.978,5,2
specteral,0.396,0.354,0.977,0.976,0.091,0.095,5,2
affinity,0.596,0.06,0.803,0.834,0.446,0.456,5,2
affinity,0.07,0.039,0.976,0.976,0.98,0.98,5,2
affinity,0.374,0.334,0.976,0.976,0.182,0.182,5,2
affinity,0.386,0.039,0.765,0.926,0.133,0.155,5,2
affinity,0.074,0.042,0.967,0.976,0.974,0.983,5,2
affinity,0.4,0.28,0.967,0.976,0.318,0.233,5,2
affinity,0.408,0.041,0.76,0.902,0.137,0.162,5,2
affinity,0.092,0.049,0.968,0.976,0.971,0.979,5,2
affinity,0.383,0.295,0.968,0.976,0.136,0.103,5,2
KMeans,0.861,0.07,0.708,0.866,0.052,0.047,6,2
KMeans,0.078,0.04,0.972,0.981,0.975,0.984,6,2
KMeans,0.516,0.302,0.972,0.981,0.2,0.133,6,2
KMeans,1.109,0.061,0.681,0.873,0.081,0.098,6,2
KMeans,0.081,0.045,0.97,0.981,0.971,0.982,6,2
KMeans,0.566,0.347,0.97,0.981,0.1,0.062,6,2
KMeans,1.178,0.082,0.676,0.876,0.039,0.049,6,2
KMeans,0.072,0.039,0.973,0.981,0.976,0.984,6,2
KMeans,0.49,0.325,0.973,0.981,0.2,0.138,6,2
specteral,1.128,0.063,0.615,0.854,0.069,0.098,6,2
specteral,0.093,0.047,0.968,0.981,0.969,0.982,6,2
specteral,0.692,0.464,0.968,0.981,0.1,0.059,6,2
specteral,1.266,0.096,0.66,0.846,0.097,0.12,6,2
specteral,0.079,0.043,0.974,0.981,0.974,0.982,6,2
specteral,0.571,0.426,0.974,0.981,0.05,0.036,6,2
specteral,0.632,0.035,0.588,0.855,0.053,0.061,6,2
specteral,0.093,0.047,0.968,0.981,0.969,0.982,6,2
specteral,0.622,0.432,0.968,0.981,0.1,0.059,6,2
affinity,0.656,0.023,0.68,0.853,0.117,0.116,6,2
affinity,0.068,0.036,0.975,0.981,0.979,0.985,6,2
affinity,0.506,0.387,0.975,0.981,0.2,0.154,6,2
affinity,0.13,0.006,0.671,0.906,0.113,0.113,6,2
affinity,0.074,0.041,0.969,0.981,0.973,0.985,6,2
affinity,0.527,0.35,0.969,0.981,0.25,0.152,6,2
affinity,0.152,0.004,0.579,0.882,0.071,0.092,6,2
affinity,0.095,0.049,0.966,0.981,0.967,0.982,6,2
affinity,0.65,0.454,0.966,0.981,0.1,0.056,6,2
KMeans,0.744,0.022,0.717,0.89,0.038,0.06,7,2
KMeans,0.102,0.054,0.963,0.971,0.968,0.976,7,2
KMeans,0.447,0.317,0.963,0.971,0.192,0.152,7,2
KMeans,3.075,0.062,0.805,0.839,0.207,0.216,7,2
KMeans,0.1,0.052,0.972,0.971,0.974,0.973,7,2
KMeans,0.447,0.339,0.972,0.971,0.077,0.08,7,2
KMeans,0.864,0.024,0.784,0.878,0.048,0.065,7,2
KMeans,0.102,0.059,0.966,0.971,0.967,0.972,7,2
KMeans,0.44,0.274,0.966,0.971,0.077,0.065,7,2
specteral,2.7,0.065,0.705,0.824,0.228,0.258,7,2
specteral,0.104,0.055,0.969,0.971,0.97,0.973,7,2
specteral,0.535,0.43,0.969,0.971,0.077,0.071,7,2
specteral,0.815,0.024,0.743,0.801,0.037,0.034,7,2
specteral,0.106,0.054,0.972,0.971,0.973,0.972,7,2
specteral,0.46,0.365,0.972,0.971,0.038,0.04,7,2
specteral,3.238,0.063,0.711,0.845,0.156,0.171,7,2
specteral,0.104,0.058,0.967,0.971,0.968,0.973,7,2
specteral,0.524,0.411,0.967,0.971,0.077,0.067,7,2
affinity,3.948,0.102,0.795,0.852,0.037,0.016,7,2
affinity,0.093,0.05,0.975,0.971,0.976,0.973,7,2
affinity,0.4,0.315,0.975,0.971,0.077,0.087,7,2
affinity,0.665,0.0,0.757,0.865,0.144,0.169,7,2
affinity,0.098,0.054,0.968,0.971,0.97,0.974,7,2
affinity,0.432,0.33,0.968,0.971,0.115,0.103,7,2
