,winDiff,pk,coverage,purity,recall,precision,episode,season
affinity,0.383,0.012,0.648,0.929,0.077,0.108,7,2
affinity,1.851,0.946,0.955,0.971,0.036,0.78,7,2
affinity,0.502,0.375,0.955,0.971,0.346,0.22,7,2
KMeans,0.785,0.013,0.666,0.923,0.056,0.059,8,2
KMeans,0.145,0.082,0.939,0.967,0.944,0.971,8,2
KMeans,0.567,0.32,0.939,0.967,0.182,0.1,8,2
KMeans,0.076,0.007,0.673,0.915,0.046,0.058,8,2
KMeans,0.118,0.065,0.944,0.967,0.955,0.978,8,2
KMeans,0.539,0.343,0.944,0.967,0.364,0.216,8,2
KMeans,1.266,0.03,0.673,0.908,0.056,0.057,8,2
KMeans,1.818,0.921,0.943,0.967,0.053,0.895,8,2
KMeans,0.574,0.318,0.943,0.967,0.182,0.105,8,2
specteral,1.126,0.029,0.649,0.924,0.046,0.052,8,2
specteral,0.136,0.079,0.939,0.967,0.945,0.973,8,2
specteral,0.628,0.342,0.939,0.967,0.227,0.125,8,2
specteral,0.059,0.002,0.593,0.896,0.057,0.066,8,2
specteral,0.142,0.08,0.935,0.967,0.942,0.974,8,2
specteral,0.712,0.402,0.935,0.967,0.273,0.14,8,2
specteral,0.59,0.015,0.557,0.924,0.051,0.05,8,2
specteral,1.782,0.927,0.927,0.967,0.059,0.76,8,2
specteral,0.813,0.414,0.927,0.967,0.545,0.24,8,2
affinity,1.424,0.047,0.75,0.825,0.304,0.338,8,2
affinity,0.106,0.061,0.964,0.967,0.967,0.97,8,2
affinity,0.495,0.422,0.964,0.967,0.136,0.125,8,2
affinity,0.341,0.02,0.752,0.9,0.013,0.048,8,2
affinity,0.112,0.059,0.956,0.967,0.964,0.975,8,2
affinity,0.396,0.32,0.956,0.967,0.273,0.207,8,2
affinity,0.363,0.018,0.717,0.88,0.108,0.139,8,2
affinity,1.842,0.936,0.955,0.967,0.039,0.833,8,2
affinity,0.443,0.355,0.955,0.967,0.227,0.167,8,2
